"post_id","date","platform","content_type","caption","hashtags","reach","impressions","likes","comments","shares","followers_start","new_followers","lost_followers","sentiment","posted_hour"
"post_01701","2026-02-10","Instagram","Reel","Synthetic social media update","#marketing #technology","20426","48311","2072","97","211","10492","65","22","negative","18"
"post_01702","2025-11-08","Instagram","Reel","Synthetic social media update","#learning #community","20882","46501","2284","427","91","13744","81","27","neutral","21"
"post_01703","2025-11-08","Facebook","Live","Synthetic social media update","#marketing #technology","23938","59782","2192","152","280","13744","70","23","neutral","13"
"post_01704","2025-12-16","Instagram","Reel","Synthetic social media update","#technology #growth","10878","25548","620","92","84","14200","21","7","neutral","10"
"post_01705","2025-03-07","LinkedIn","Video","Synthetic social media update","#business #technology","16583","31756","566","30","35","10792","18","6","positive","20"
"post_01706","2025-08-15","Facebook","Live","Synthetic social media update","#analytics #growth","18806","24356","1139","93","38","12724","37","12","positive","21"
"post_01707","2025-11-20","YouTube","Text","Synthetic social media update","#business #learning","29631","76953","2324","311","93","13888","79","26","positive","8"
"post_01708","2025-05-26","Instagram","Video","Synthetic social media update","#news #learning","22230","56324","1898","184","254","11752","62","21","positive","17"
"post_01709","2025-11-10","LinkedIn","Video","Synthetic social media update","#analytics #news","2733","6526","136","9","12","13768","4","1","positive","23"
"post_01710","2025-02-05","X/Twitter","Short","Synthetic social media update","#analytics #community","22387","31711","2202","218","318","10432","73","24","negative","22"
"post_01711","2025-08-01","Instagram","Video","Synthetic social media update","#technology #business","16029","27091","991","82","109","12556","32","11","positive","22"
"post_01712","2025-01-12","Facebook","Image","Synthetic social media update","#news #community","7121","10682","656","31","65","10144","21","7","positive","17"
"post_01713","2025-07-14","Instagram","Video","Synthetic social media update","#growth #news","8795","17300","740","71","54","12340","24","8","positive","21"
"post_01714","2025-05-28","Facebook","Text","Synthetic social media update","#news #technology","8936","17857","758","113","31","11776","26","9","positive","15"
"post_01715","2026-03-24","Facebook","Image","Synthetic social media update","#growth #marketing","28038","61485","2226","291","189","10996","76","25","negative","23"
"post_01716","2026-01-03","LinkedIn","Text","Synthetic social media update","#marketing #community","15595","38233","850","140","49","10036","30","10","neutral","20"
"post_01717","2025-01-22","LinkedIn","Image","Synthetic social media update","#news #technology","18321","23385","1355","232","50","10264","48","16","neutral","12"
"post_01718","2025-02-11","LinkedIn","Live","Synthetic social media update","#growth #community","22860","30860","2273","121","157","10504","72","24","neutral","15"
"post_01719","2025-02-19","LinkedIn","Text","Synthetic social media update","#technology #learning","3058","5886","212","36","13","10600","7","2","neutral","23"
"post_01720","2026-02-18","Facebook","Video","Synthetic social media update","#growth #learning","18820","31265","647","77","70","10588","22","7","negative","9"
"post_01721","2025-12-30","Facebook","Carousel","Synthetic social media update","#growth #business","26267","55887","2549","455","114","14368","90","30","positive","15"
"post_01722","2025-04-12","Facebook","Image","Synthetic social media update","#growth #community","22286","39268","878","78","81","11224","29","10","positive","2"
"post_01723","2025-12-02","Facebook","Reel","Synthetic social media update","#technology #business","18906","47520","1498","248","91","14032","52","17","positive","16"
"post_01724","2025-06-20","Facebook","Live","Synthetic social media update","#analytics #marketing","25753","56675","1999","260","175","12052","68","23","negative","5"
"post_01725","2025-10-12","X/Twitter","Reel","Synthetic social media update","#news #technology","22574","58504","1461","145","223","13420","48","16","negative","11"
"post_01726","2025-12-08","Instagram","Video","Synthetic social media update","#analytics #business","19693","39223","913","179","61","14104","33","11","positive","6"
"post_01727","2025-01-25","X/Twitter","Video","Synthetic social media update","#growth #learning","8548","14912","764","92","61","10300","26","9","negative","3"
"post_01728","2025-09-10","LinkedIn","Short","Synthetic social media update","#technology #business","14871","24999","493","22","57","13036","15","5","positive","4"
"post_01729","2025-04-21","LinkedIn","Video","Synthetic social media update","#analytics #community","28506","37386","1688","143","215","11332","55","18","neutral","15"
"post_01730","2025-10-10","YouTube","Live","Synthetic social media update","#marketing #learning","6170","12774","678","84","73","13396","23","8","neutral","0"
"post_01731","2026-02-28","LinkedIn","Reel","Synthetic social media update","#learning #marketing","28342","63631","2866","226","98","10708","93","31","negative","14"
"post_01732","2025-03-21","YouTube","Live","Synthetic social media update","#business #community","1349","1647","64","7","8","10960","2","1","neutral","21"
"post_01733","2025-07-31","X/Twitter","Carousel","Synthetic social media update","#analytics #technology","16028","41454","827","163","58","12544","30","10","negative","11"
"post_01734","2025-08-23","Facebook","Image","Synthetic social media update","#analytics #business","8339","15824","417","36","34","12820","14","5","neutral","1"
"post_01735","2025-02-25","YouTube","Image","Synthetic social media update","#technology #news","14777","26980","799","77","75","10672","26","9","neutral","23"
"post_01736","2025-10-06","X/Twitter","Text","Synthetic social media update","#marketing #learning","16562","27695","728","110","99","13348","25","8","negative","16"
"post_01737","2026-02-16","LinkedIn","Image","Synthetic social media update","#technology #marketing","3614","4988","323","28","35","10564","11","4","positive","18"
"post_01738","2026-02-26","LinkedIn","Video","Synthetic social media update","#growth #community","23382","36723","1112","179","153","10684","39","13","negative","5"
"post_01739","2026-02-24","Facebook","Live","Synthetic social media update","#analytics #growth","26180","60951","2301","403","161","10660","81","27","positive","1"
"post_01740","2025-09-11","Facebook","Image","Synthetic social media update","#community #growth","5476","9517","247","18","31","13048","8","3","negative","17"
"post_01741","2025-01-07","X/Twitter","Carousel","Synthetic social media update","#analytics #business","2105","5340","167","22","19","10084","6","2","negative","7"
"post_01742","2025-07-10","LinkedIn","Reel","Synthetic social media update","#analytics #learning","22800","40049","1443","74","47","12292","46","15","positive","8"
"post_01743","2026-02-13","LinkedIn","Short","Synthetic social media update","#community #growth","6926","16081","459","88","38","10528","16","5","positive","13"
"post_01744","2025-01-09","Instagram","Reel","Synthetic social media update","#learning #growth","6872","17747","297","18","16","10108","9","3","neutral","6"
"post_01745","2025-03-18","YouTube","Carousel","Synthetic social media update","#technology #business","20148","26255","1713","322","259","10924","61","20","neutral","17"
"post_01746","2025-02-23","Instagram","Carousel","Synthetic social media update","#analytics #business","25177","47178","829","162","59","10648","30","10","positive","14"
"post_01747","2025-11-01","Instagram","Short","Synthetic social media update","#growth #technology","9672","24027","598","65","19","13660","20","7","neutral","14"
"post_01748","2025-05-14","LinkedIn","Image","Synthetic social media update","#marketing #analytics","6769","11816","572","80","39","11608","20","7","positive","12"
"post_01749","2025-08-29","Instagram","Carousel","Synthetic social media update","#growth #business","14501","31602","1402","210","119","12892","48","16","positive","3"
"post_01750","2025-03-31","LinkedIn","Text","Synthetic social media update","#growth #marketing","17948","26306","568","58","89","11080","19","6","neutral","6"
"post_01751","2025-04-29","LinkedIn","Image","Synthetic social media update","#learning #technology","13908","32635","663","43","36","11428","21","7","neutral","3"
"post_01752","2025-07-06","X/Twitter","Live","Synthetic social media update","#marketing #technology","2636","6510","217","37","28","12244","8","3","negative","11"
"post_01753","2025-11-21","Instagram","Carousel","Synthetic social media update","#community #marketing","12320","24443","850","61","95","13900","27","9","negative","4"
"post_01754","2025-05-13","X/Twitter","Image","Synthetic social media update","#analytics #growth","8452","17452","673","27","94","11596","21","7","positive","5"
"post_01755","2025-11-06","Facebook","Text","Synthetic social media update","#business #learning","22925","38614","1652","298","206","13720","58","20","neutral","22"
"post_01756","2025-04-06","X/Twitter","Image","Synthetic social media update","#news #growth","16949","22633","852","115","55","11152","29","10","negative","22"
"post_01757","2025-01-09","Facebook","Text","Synthetic social media update","#technology #business","25956","56874","2363","307","317","10108","80","27","neutral","10"
"post_01758","2025-10-24","LinkedIn","Video","Synthetic social media update","#analytics #growth","23781","61670","1135","118","148","13564","38","13","neutral","20"
"post_01759","2025-10-04","Facebook","Video","Synthetic social media update","#news #marketing","29092","58398","2427","320","194","13324","82","27","neutral","0"
"post_01760","2025-01-13","X/Twitter","Short","Synthetic social media update","#learning #community","7560","16336","319","57","50","10156","11","4","neutral","23"
"post_01761","2026-03-15","Instagram","Image","Synthetic social media update","#learning #news","9126","22948","454","53","38","10888","15","5","negative","7"
"post_01762","2026-01-23","LinkedIn","Video","Synthetic social media update","#news #marketing","11142","23851","821","65","25","10276","27","9","positive","4"
"post_01763","2025-03-28","Instagram","Video","Synthetic social media update","#learning #business","12819","23201","1319","97","123","11044","42","14","negative","15"
"post_01764","2025-06-15","Facebook","Image","Synthetic social media update","#business #community","27136","45798","1962","220","154","11992","65","22","positive","17"
"post_01765","2025-03-28","Instagram","Reel","Synthetic social media update","#analytics #news","5429","8873","252","29","25","11044","8","3","positive","16"
"post_01766","2026-02-18","LinkedIn","Carousel","Synthetic social media update","#business #marketing","24305","46260","2256","399","161","10588","80","27","neutral","8"
"post_01767","2025-01-18","LinkedIn","Live","Synthetic social media update","#community #business","29002","48229","1825","289","118","10216","63","21","positive","19"
"post_01768","2025-02-13","LinkedIn","Text","Synthetic social media update","#business #news","1061","2093","34","5","5","10528","1","0","negative","4"
"post_01769","2025-07-19","X/Twitter","Video","Synthetic social media update","#community #learning","22000","32519","1554","99","166","12400","50","17","negative","2"
"post_01770","2025-11-03","Instagram","Live","Synthetic social media update","#learning #growth","20829","33239","959","67","46","13684","31","10","negative","17"
"post_01771","2025-08-01","YouTube","Video","Synthetic social media update","#growth #business","17935","33862","588","42","44","12556","19","6","neutral","18"
"post_01772","2025-01-24","LinkedIn","Short","Synthetic social media update","#learning #technology","27947","56322","1616","275","95","10288","57","19","positive","10"
"post_01773","2025-04-30","Instagram","Image","Synthetic social media update","#business #news","5292","8328","566","23","67","11440","18","6","positive","19"
"post_01774","2026-01-17","Facebook","Text","Synthetic social media update","#learning #marketing","22286","32106","1082","130","129","10204","36","12","negative","16"
"post_01775","2025-05-21","LinkedIn","Image","Synthetic social media update","#growth #learning","2841","3610","265","26","28","11692","9","3","neutral","8"
"post_01776","2025-06-26","LinkedIn","Reel","Synthetic social media update","#business #news","14873","24954","825","52","129","12124","26","9","negative","14"
"post_01777","2025-01-15","Facebook","Image","Synthetic social media update","#growth #technology","28236","56298","1881","132","290","10180","60","20","negative","16"
"post_01778","2026-01-21","Instagram","Image","Synthetic social media update","#learning #news","5308","7494","352","17","40","10252","11","4","negative","8"
"post_01779","2025-09-28","Facebook","Text","Synthetic social media update","#analytics #community","13016","21666","1296","60","185","13252","41","14","negative","9"
"post_01780","2025-02-11","Facebook","Carousel","Synthetic social media update","#growth #community","20081","37647","1865","294","155","10504","65","22","neutral","14"
"post_01781","2025-10-02","Facebook","Image","Synthetic social media update","#business #marketing","15175","32584","773","145","90","13300","28","9","neutral","0"
"post_01782","2025-05-02","Facebook","Short","Synthetic social media update","#news #learning","1784","2829","139","26","7","11464","5","2","negative","1"
"post_01783","2025-07-10","YouTube","Text","Synthetic social media update","#analytics #community","18571","28402","1035","171","98","12292","36","12","positive","8"
"post_01784","2025-11-24","X/Twitter","Video","Synthetic social media update","#business #technology","22815","41494","1017","111","66","13936","34","11","neutral","3"
"post_01785","2026-03-08","YouTube","Video","Synthetic social media update","#technology #news","5309","10259","412","63","32","10804","14","5","positive","1"
"post_01786","2026-02-09","Facebook","Image","Synthetic social media update","#analytics #technology","6401","14380","337","56","47","10480","12","4","neutral","4"
"post_01787","2025-08-08","Facebook","Carousel","Synthetic social media update","#technology #learning","9783","14933","783","73","52","12640","26","9","positive","20"
"post_01788","2025-03-15","X/Twitter","Text","Synthetic social media update","#business #technology","4491","5405","151","9","11","10888","5","2","positive","0"
"post_01789","2025-10-09","Facebook","Live","Synthetic social media update","#technology #analytics","14770","25154","595","72","76","13384","20","7","positive","11"
"post_01790","2025-06-29","Facebook","Reel","Synthetic social media update","#technology #community","20466","24717","1474","282","212","12160","53","18","positive","12"
"post_01791","2025-04-30","Facebook","Image","Synthetic social media update","#technology #learning","27135","43664","1383","252","43","11440","49","16","negative","3"
"post_01792","2025-03-10","Facebook","Short","Synthetic social media update","#analytics #learning","16878","40078","591","66","37","10828","20","7","negative","4"
"post_01793","2025-02-22","Facebook","Live","Synthetic social media update","#analytics #marketing","14086","25803","1073","60","92","10636","34","11","negative","14"
"post_01794","2025-02-13","YouTube","Carousel","Synthetic social media update","#growth #business","22685","35849","1035","90","71","10528","34","11","neutral","5"
"post_01795","2025-04-19","Facebook","Reel","Synthetic social media update","#learning #community","10231","22695","1060","167","140","11308","37","12","positive","14"
"post_01796","2025-02-04","X/Twitter","Image","Synthetic social media update","#analytics #news","12839","19489","1084","131","84","10420","36","12","negative","7"
"post_01797","2025-03-14","Facebook","Reel","Synthetic social media update","#marketing #technology","2336","6038","238","16","19","10876","8","3","negative","8"
"post_01798","2025-12-18","Instagram","Live","Synthetic social media update","#growth #marketing","28147","51308","2233","134","271","14224","71","24","neutral","12"
"post_01799","2026-01-18","YouTube","Text","Synthetic social media update","#learning #news","16065","20864","1000","75","92","10216","32","11","negative","1"
"post_01800","2025-11-10","LinkedIn","Image","Synthetic social media update","#news #growth","2523","3632","232","44","30","13768","8","3","negative","10"
"post_01801","2025-12-11","YouTube","Short","Synthetic social media update","#analytics #community","25265","61987","2621","403","219","14140","91","30","neutral","19"
"post_01802","2025-09-11","LinkedIn","Live","Synthetic social media update","#learning #marketing","15029","21772","1468","239","181","13048","51","17","negative","15"
"post_01803","2025-11-07","X/Twitter","Carousel","Synthetic social media update","#community #news","20238","40537","1975","106","68","13732","62","21","negative","3"
"post_01804","2025-11-04","YouTube","Reel","Synthetic social media update","#business #marketing","23475","28373","1592","195","115","13696","54","18","positive","14"
"post_01805","2025-11-12","LinkedIn","Text","Synthetic social media update","#news #business","15789","29195","1591","66","125","13792","50","17","positive","4"
"post_01806","2025-01-04","YouTube","Text","Synthetic social media update","#learning #technology","22443","49286","800","41","115","10048","25","8","neutral","23"
"post_01807","2026-01-16","X/Twitter","Short","Synthetic social media update","#business #learning","4336","10793","198","17","29","10192","6","2","negative","0"
"post_01808","2025-05-30","Facebook","Text","Synthetic social media update","#growth #analytics","28535","50708","2858","161","93","11800","91","30","neutral","18"
"post_01809","2026-01-16","X/Twitter","Text","Synthetic social media update","#analytics #growth","5531","8842","366","60","11","10192","13","4","neutral","16"
"post_01810","2025-07-03","X/Twitter","Text","Synthetic social media update","#community #analytics","23079","32985","728","142","102","12208","26","9","positive","7"
"post_01811","2025-10-05","Instagram","Reel","Synthetic social media update","#analytics #growth","26432","53130","1986","243","61","13336","67","22","neutral","20"
"post_01812","2026-03-17","Instagram","Reel","Synthetic social media update","#technology #marketing","5484","11003","219","12","20","10912","7","2","negative","15"
"post_01813","2025-07-09","YouTube","Text","Synthetic social media update","#analytics #business","18624","43689","1586","274","191","12280","56","19","positive","22"
"post_01814","2026-02-19","YouTube","Short","Synthetic social media update","#learning #growth","5896","11120","519","42","24","10600","17","6","positive","14"
"post_01815","2026-03-04","X/Twitter","Carousel","Synthetic social media update","#analytics #business","22353","53722","1303","89","154","10756","42","14","neutral","15"
"post_01816","2026-02-22","Facebook","Video","Synthetic social media update","#business #technology","27092","64553","1545","186","94","10636","52","17","neutral","4"
"post_01817","2025-12-01","LinkedIn","Video","Synthetic social media update","#community #growth","28618","64937","2498","177","194","14020","80","27","neutral","10"
"post_01818","2026-01-28","LinkedIn","Live","Synthetic social media update","#marketing #news","21946","41089","1783","313","97","10336","63","21","negative","6"
"post_01819","2025-08-22","Instagram","Short","Synthetic social media update","#community #analytics","1376","2031","87","17","7","12808","3","1","positive","19"
"post_01820","2025-04-12","Instagram","Video","Synthetic social media update","#growth #community","25875","48065","1029","138","135","11224","35","12","positive","0"
"post_01821","2025-03-14","LinkedIn","Live","Synthetic social media update","#technology #learning","23460","53754","2458","301","167","10876","83","28","neutral","6"
"post_01822","2025-08-11","YouTube","Short","Synthetic social media update","#technology #learning","20579","43000","1578","311","48","12676","57","19","neutral","12"
"post_01823","2025-12-03","LinkedIn","Video","Synthetic social media update","#learning #business","6964","9588","676","104","80","14044","23","8","negative","14"
"post_01824","2025-01-24","Instagram","Short","Synthetic social media update","#business #analytics","3751","6635","323","25","27","10288","10","3","neutral","1"
"post_01825","2026-02-14","X/Twitter","Text","Synthetic social media update","#growth #news","10893","22634","1120","93","133","10540","36","12","negative","6"
"post_01826","2025-03-06","Facebook","Image","Synthetic social media update","#community #news","9171","13887","509","72","80","10780","17","6","negative","22"
"post_01827","2025-04-14","LinkedIn","Video","Synthetic social media update","#analytics #community","7036","13326","445","60","30","11248","15","5","positive","23"
"post_01828","2025-06-09","Facebook","Text","Synthetic social media update","#community #marketing","19463","39478","664","55","40","11920","22","7","neutral","7"
"post_01829","2025-09-16","Instagram","Image","Synthetic social media update","#business #technology","14325","20762","963","182","127","13108","34","11","negative","18"
"post_01830","2025-01-29","YouTube","Video","Synthetic social media update","#community #analytics","25680","57052","905","112","74","10348","31","10","neutral","22"
"post_01831","2025-05-25","LinkedIn","Video","Synthetic social media update","#community #growth","27810","44881","2093","414","221","11740","75","25","neutral","5"
"post_01832","2025-01-25","Facebook","Carousel","Synthetic social media update","#growth #community","11715","25862","542","90","38","10300","19","6","negative","17"
"post_01833","2025-08-08","LinkedIn","Image","Synthetic social media update","#community #technology","27361","59882","1037","107","48","12640","34","11","negative","13"
"post_01834","2025-08-29","LinkedIn","Reel","Synthetic social media update","#technology #marketing","29372","73399","2273","395","186","12892","80","27","negative","21"
"post_01835","2025-08-06","YouTube","Reel","Synthetic social media update","#analytics #learning","21928","29383","1808","321","114","12616","64","21","negative","15"
"post_01836","2025-05-09","YouTube","Text","Synthetic social media update","#business #growth","13804","30978","976","173","89","11548","34","11","negative","19"
"post_01837","2025-03-20","LinkedIn","Live","Synthetic social media update","#analytics #community","21345","54037","954","176","118","10948","34","11","negative","18"
"post_01838","2025-06-17","YouTube","Carousel","Synthetic social media update","#business #community","8660","22498","352","32","18","12016","12","4","negative","6"
"post_01839","2025-04-19","Instagram","Image","Synthetic social media update","#analytics #technology","9378","14214","520","37","50","11308","17","6","positive","11"
"post_01840","2025-12-01","YouTube","Text","Synthetic social media update","#technology #news","21920","33862","1744","202","226","14020","58","19","positive","12"
"post_01841","2025-12-08","Instagram","Carousel","Synthetic social media update","#analytics #news","9085","20098","924","159","130","14104","32","11","positive","7"
"post_01842","2025-03-29","X/Twitter","Reel","Synthetic social media update","#news #marketing","18006","32588","585","101","80","11056","21","7","neutral","9"
"post_01843","2026-03-26","YouTube","Reel","Synthetic social media update","#business #growth","2238","3013","68","11","5","11020","2","1","neutral","15"
"post_01844","2025-10-27","Facebook","Live","Synthetic social media update","#technology #growth","15589","35727","598","104","73","13600","21","7","neutral","9"
"post_01845","2025-08-12","YouTube","Short","Synthetic social media update","#growth #marketing","9033","17360","304","56","15","12688","11","4","negative","16"
"post_01846","2025-12-26","X/Twitter","Carousel","Synthetic social media update","#business #news","16923","26945","995","141","136","14320","34","11","negative","6"
"post_01847","2025-03-15","Facebook","Short","Synthetic social media update","#marketing #business","19860","51340","1616","263","50","10888","56","19","positive","11"
"post_01848","2025-03-29","Instagram","Image","Synthetic social media update","#technology #analytics","26911","40008","2194","298","232","11056","75","25","positive","23"
"post_01849","2025-02-17","Facebook","Short","Synthetic social media update","#business #technology","25791","63855","779","58","30","10576","25","8","neutral","3"
"post_01850","2025-08-02","Instagram","Carousel","Synthetic social media update","#community #technology","7725","12148","816","111","100","12568","28","9","neutral","15"
"post_01851","2025-05-08","LinkedIn","Video","Synthetic social media update","#community #news","15462","39525","1287","179","87","11536","44","15","positive","21"
"post_01852","2025-12-13","Instagram","Text","Synthetic social media update","#marketing #analytics","5966","9028","458","75","33","14164","16","5","positive","15"
"post_01853","2025-07-12","X/Twitter","Image","Synthetic social media update","#technology #news","1350","3152","59","9","6","12316","2","1","negative","22"
"post_01854","2025-01-21","LinkedIn","Carousel","Synthetic social media update","#marketing #growth","21785","54072","1034","109","129","10252","34","11","neutral","4"
"post_01855","2025-06-24","LinkedIn","Image","Synthetic social media update","#business #community","12049","20058","763","80","37","12100","25","8","positive","15"
"post_01856","2025-03-17","YouTube","Reel","Synthetic social media update","#community #marketing","7148","8797","543","90","39","10912","19","6","neutral","7"
"post_01857","2026-03-16","Instagram","Reel","Synthetic social media update","#learning #analytics","25972","51766","2602","411","93","10900","90","30","positive","22"
"post_01858","2025-03-23","Instagram","Carousel","Synthetic social media update","#analytics #business","8645","16006","599","83","25","10984","20","7","positive","14"
"post_01859","2025-12-14","Facebook","Video","Synthetic social media update","#analytics #marketing","23655","40239","2176","225","263","14176","72","24","positive","3"
"post_01860","2025-07-15","Instagram","Text","Synthetic social media update","#marketing #community","7480","10495","405","46","16","12352","14","5","neutral","12"
"post_01861","2025-11-06","YouTube","Text","Synthetic social media update","#community #news","14593","24755","579","102","52","13720","20","7","neutral","17"
"post_01862","2026-03-14","X/Twitter","Live","Synthetic social media update","#news #business","17343","26626","1089","197","77","10876","39","13","neutral","2"
"post_01863","2025-08-08","Instagram","Text","Synthetic social media update","#growth #technology","16185","37786","608","57","84","12640","20","7","neutral","23"
"post_01864","2025-01-18","Facebook","Live","Synthetic social media update","#analytics #community","27524","59807","1713","337","235","10216","62","20","negative","15"
"post_01865","2026-02-23","LinkedIn","Carousel","Synthetic social media update","#technology #business","6208","7659","550","42","37","10648","18","6","neutral","19"
"post_01866","2025-07-11","Instagram","Short","Synthetic social media update","#analytics #community","1622","3889","132","20","7","12304","5","2","positive","8"
"post_01867","2025-12-24","Instagram","Text","Synthetic social media update","#community #analytics","20778","39825","1322","212","194","14296","46","15","neutral","3"
"post_01868","2025-07-15","Instagram","Text","Synthetic social media update","#growth #analytics","5818","8980","427","64","16","12352","15","5","neutral","18"
"post_01869","2026-01-31","Instagram","Short","Synthetic social media update","#marketing #learning","16710","42045","1702","261","248","10372","59","20","negative","6"
"post_01870","2025-11-28","LinkedIn","Live","Synthetic social media update","#technology #community","26385","66963","2676","233","411","13984","87","29","positive","18"
"post_01871","2026-03-23","YouTube","Short","Synthetic social media update","#growth #technology","12157","29779","719","89","45","10984","24","8","negative","11"
"post_01872","2026-03-08","X/Twitter","Live","Synthetic social media update","#growth #business","15639","37383","1387","105","159","10804","45","15","positive","18"
"post_01873","2025-11-20","LinkedIn","Live","Synthetic social media update","#learning #growth","13543","29591","1055","57","73","13888","33","11","positive","6"
"post_01874","2025-04-24","X/Twitter","Image","Synthetic social media update","#technology #growth","24466","50321","1790","152","272","11368","58","19","neutral","4"
"post_01875","2025-06-21","Facebook","Live","Synthetic social media update","#marketing #analytics","10367","24287","396","74","58","12064","14","5","neutral","3"
"post_01876","2025-11-01","X/Twitter","Image","Synthetic social media update","#growth #analytics","2437","4395","97","10","10","13660","3","1","positive","18"
"post_01877","2025-05-06","YouTube","Reel","Synthetic social media update","#marketing #news","7639","11892","355","44","30","11512","12","4","neutral","23"
"post_01878","2025-07-26","YouTube","Image","Synthetic social media update","#analytics #community","12778","31740","642","115","61","12484","23","8","negative","7"
"post_01879","2025-11-03","Instagram","Reel","Synthetic social media update","#community #growth","18535","33562","1452","207","217","13684","50","17","neutral","16"
"post_01880","2025-03-17","X/Twitter","Reel","Synthetic social media update","#news #marketing","27111","41371","1148","213","91","10912","41","14","negative","2"
"post_01881","2025-09-17","Facebook","Text","Synthetic social media update","#news #community","20938","47576","1271","175","109","13120","43","14","negative","19"
"post_01882","2025-04-26","LinkedIn","Text","Synthetic social media update","#marketing #news","4217","5147","158","25","25","11392","5","2","positive","14"
"post_01883","2025-09-15","X/Twitter","Live","Synthetic social media update","#learning #analytics","24168","55143","2091","343","120","13096","73","24","neutral","6"
"post_01884","2025-06-06","Facebook","Video","Synthetic social media update","#community #marketing","23051","55875","1005","126","113","11884","34","11","negative","5"
"post_01885","2026-03-30","YouTube","Video","Synthetic social media update","#analytics #technology","13605","29952","721","44","60","11068","23","8","neutral","19"
"post_01886","2025-07-07","LinkedIn","Carousel","Synthetic social media update","#technology #news","16974","21607","1811","223","74","12256","61","20","neutral","23"
"post_01887","2025-10-04","YouTube","Text","Synthetic social media update","#business #community","14124","23678","1288","179","175","13324","44","15","neutral","22"
"post_01888","2025-09-13","Instagram","Image","Synthetic social media update","#community #learning","19242","26627","1121","127","84","13072","37","12","negative","12"
"post_01889","2025-09-19","YouTube","Reel","Synthetic social media update","#learning #community","25324","39243","1618","98","186","13144","51","17","negative","19"
"post_01890","2025-10-23","Facebook","Text","Synthetic social media update","#community #news","18799","27472","1462","189","166","13552","50","17","negative","16"
"post_01891","2025-11-01","YouTube","Image","Synthetic social media update","#community #analytics","8132","20905","441","75","46","13660","15","5","negative","4"
"post_01892","2025-08-17","Instagram","Live","Synthetic social media update","#growth #business","12796","27454","628","116","75","12748","22","7","neutral","0"
"post_01893","2025-10-17","LinkedIn","Reel","Synthetic social media update","#analytics #growth","9473","13752","369","46","22","13480","12","4","neutral","0"
"post_01894","2025-12-29","LinkedIn","Video","Synthetic social media update","#learning #community","25430","56153","1283","113","159","14356","42","14","neutral","12"
"post_01895","2025-10-08","Facebook","Text","Synthetic social media update","#technology #news","9653","18160","654","78","23","13372","22","7","positive","9"
"post_01896","2025-11-12","LinkedIn","Live","Synthetic social media update","#business #news","1972","3698","170","27","17","13792","6","2","positive","3"
"post_01897","2025-12-17","Facebook","Carousel","Synthetic social media update","#technology #business","12619","27472","1074","46","101","14212","34","11","negative","3"
"post_01898","2026-03-03","Instagram","Live","Synthetic social media update","#business #news","12963","19916","469","41","45","10744","15","5","positive","19"
"post_01899","2025-10-07","Facebook","Short","Synthetic social media update","#marketing #business","10787","19402","1126","198","180","13360","40","13","negative","3"
"post_01900","2025-08-17","X/Twitter","Video","Synthetic social media update","#community #growth","23233","49072","750","51","93","12748","24","8","neutral","14"
"post_01901","2025-07-25","Instagram","Carousel","Synthetic social media update","#business #technology","13697","30729","971","178","134","12472","34","11","neutral","22"
"post_01902","2025-07-08","YouTube","Carousel","Synthetic social media update","#marketing #technology","16077","33020","837","148","89","12268","30","10","neutral","11"
"post_01903","2026-01-18","Instagram","Image","Synthetic social media update","#growth #business","19828","34123","856","164","68","10216","31","10","neutral","9"
"post_01904","2026-02-17","Facebook","Live","Synthetic social media update","#community #marketing","11686","20023","920","59","75","10576","29","10","neutral","19"
"post_01905","2025-01-16","Instagram","Video","Synthetic social media update","#technology #learning","21954","28361","1116","131","117","10192","37","12","neutral","11"
"post_01906","2025-03-21","Facebook","Image","Synthetic social media update","#learning #analytics","23290","50325","1504","287","198","10960","54","18","positive","6"
"post_01907","2025-09-15","Facebook","Reel","Synthetic social media update","#community #analytics","2468","3975","242","24","28","13096","8","3","neutral","21"
"post_01908","2025-02-25","Facebook","Video","Synthetic social media update","#analytics #business","13682","32467","1308","213","140","10672","46","15","negative","9"
"post_01909","2025-11-06","YouTube","Carousel","Synthetic social media update","#learning #growth","7099","17088","394","44","47","13720","13","4","negative","22"
"post_01910","2025-11-01","YouTube","Text","Synthetic social media update","#analytics #business","8533","15263","611","80","89","13660","21","7","positive","20"
"post_01911","2026-02-05","LinkedIn","Video","Synthetic social media update","#growth #community","11697","26215","1022","101","75","10432","34","11","positive","22"
"post_01912","2025-10-31","YouTube","Live","Synthetic social media update","#analytics #community","18167","25640","833","59","87","13648","27","9","positive","17"
"post_01913","2025-07-04","X/Twitter","Short","Synthetic social media update","#growth #business","8024","15514","721","115","33","12220","25","8","neutral","22"
"post_01914","2025-04-26","LinkedIn","Video","Synthetic social media update","#analytics #news","15777","30249","1552","83","80","11392","49","16","negative","11"
"post_01915","2026-03-08","Instagram","Live","Synthetic social media update","#growth #marketing","8827","16794","491","54","41","10804","16","5","negative","1"
"post_01916","2025-05-29","LinkedIn","Short","Synthetic social media update","#analytics #technology","14511","35961","642","29","97","11788","20","7","negative","14"
"post_01917","2026-03-18","YouTube","Short","Synthetic social media update","#technology #learning","21153","48712","1978","135","310","10924","63","21","negative","17"
"post_01918","2025-02-21","Instagram","Image","Synthetic social media update","#growth #marketing","23728","31360","1266","206","183","10624","44","15","neutral","22"
